workDate,itemID,duration,rateApplied,payout,payType,projectName,status
"Mar 26, 2025","67e2e43a256317dc7a75e40d","24m ","$32.50/hr","$12.98","prepay","hopper_v2","processed"
"Mar 26, 2025","67e31dacfeb6f5794df0faee","18m 33s","$32.50/hr","$10.05","prepay","hopper_v2","processed"
"Mar 26, 2025","67e22a747292e2e798a395a5","30m 49s","$32.50/hr","$16.70","prepay","hopper_v2","processed"
"Mar 26, 2025","67e2501eb60d1895014e583e","29m 16s","$32.50/hr","$15.86","prepay","hopper_v2","processed"
"Mar 26, 2025","67e2e3fc1f4d2aafcc30de2a","21m 34s","$32.50/hr","$11.69","prepay","hopper_v2","processed"
"Mar 26, 2025","67e311ddacb05d6eb1aaac1d","25m 37s","$32.50/hr","$13.88","prepay","hopper_v2","processed"
"Mar 26, 2025","67e31aee2e022513fff86baf","27m 13s","$32.50/hr","$14.74","prepay","hopper_v2","processed"
"Mar 26, 2025","67e245c2d0966007bacf8927","24m 57s","$32.50/hr","$13.52","prepay","hopper_v2","processed"
"Mar 26, 2025","67e37f30c96677730f11b8f4","24m 33s","$32.50/hr","$13.30","prepay","hopper_v2","processed"
"Mar 26, 2025","67e22a597037de5a71464407","6m 21s","$9.75/hr","$1.03","overtimePay","hopper_v2","processed"
"Mar 26, 2025","67e22a597037de5a71464407","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 26, 2025","67e21c6b78fa9420b8ec7c30","52m 51s","$32.50/hr","$28.63","prepay","hopper_v2","processed"
"Mar 26, 2025","67e22ae0fa1db095aac7ba63","7m 56s","$9.75/hr","$1.29","overtimePay","hopper_v2","processed"
"Mar 26, 2025","67e22ae0fa1db095aac7ba63","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 26, 2025","67e24e652a9a0d1e04d4998e","-","-","$58.50","missionReward","-","processed"
"Mar 26, 2025","67e21c852121b7b4f4f431bd","13m 41s","$9.75/hr","$2.22","overtimePay","hopper_v2","processed"
"Mar 26, 2025","67e21c852121b7b4f4f431bd","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c57a803f5a335d94369","7m 53s","$9.75/hr","$1.28","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c57a803f5a335d94369","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c559aefe4d21e247ac3","21m 39s","$32.50/hr","$11.73","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c9e174fa39d424a80dd","1m 43s","$9.75/hr","$0.28","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c9e174fa39d424a80dd","35m ","$32.50/hr","$18.89","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c9ba3fe9dcfa1e0d087","7m ","$9.75/hr","$1.14","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c9ba3fe9dcfa1e0d087","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21ca7892e6dfba92384ad","7m 49s","$9.75/hr","$1.27","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21ca7892e6dfba92384ad","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c8d557413222ceaea5f","3m 5s","$9.75/hr","$0.50","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c8d557413222ceaea5f","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c656c64eba142edb368","1m 50s","$9.75/hr","$0.30","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c656c64eba142edb368","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e2aa6eb83942c6db530bbf","3m 5s","$9.75/hr","$0.50","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e2aa6eb83942c6db530bbf","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c7dbd0b99277b6b4c6e","5m 49s","$9.75/hr","$0.95","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c7dbd0b99277b6b4c6e","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c9fa81df5f238cb6a7b","6m 7s","$9.75/hr","$0.99","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c9fa81df5f238cb6a7b","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c9e62546c5920aa2886","17m 14s","$32.50/hr","$9.34","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c9d582c28b6c3f193f2","5m 25s","$9.75/hr","$0.88","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c9d582c28b6c3f193f2","35m ","$32.50/hr","$18.89","prepay","hopper_v2","processed"
"Mar 25, 2025","67e21c605477d4aa9eb79545","53m 50s","$32.50/hr","$29.17","qaOperation","hopper_v2","processed"
"Mar 25, 2025","67e21c71892e6dfba92382dd","5m 40s","$9.75/hr","$0.92","overtimePay","hopper_v2","processed"
"Mar 25, 2025","67e21c71892e6dfba92382dd","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 24, 2025","67dcea8c165eca840e693261","4m 41s","$9.75/hr","$0.76","overtimePay","hopper_v2","processed"
"Mar 24, 2025","67dcea8c165eca840e693261","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 24, 2025","67dce74e94e5bde43a8d4ee1","6m 50s","$9.75/hr","$1.11","overtimePay","hopper_v2","processed"
"Mar 24, 2025","67dce74e94e5bde43a8d4ee1","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 24, 2025","67dce75bbe407f0cdffdbaa3","3m 8s","$9.75/hr","$0.51","overtimePay","hopper_v2","processed"
"Mar 24, 2025","67dce75bbe407f0cdffdbaa3","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 24, 2025","67dce70eab369ba41b234282","-","-","$0.00","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67dda731996597018a575a2b","-","-","$0.07","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67dce6f92047e30f8622ca59","-","-","$0.10","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67d6eece7dd8b3141a10c9fd","-","-","$0.07","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67dceeec5b7ba9ca354974ad","-","-","$0.00","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67dd941ac7adb008d678affd","-","-","$0.06","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67ddb591cb6c94e1e564cdf7","-","-","$0.00","payAdjustment","hopper_v2","processed"
"Mar 24, 2025","67df9cad95c2518e28dcb54d","-","-","$58.50","missionReward","-","processed"
"Mar 24, 2025","67dd2a050350a46b24e980ef","31m 24s","$32.50/hr","$17.01","prepay","hopper_v2","processed"
"Mar 23, 2025","67dda731996597018a575a2b","2m 33s","$9.75/hr","$0.42","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dda731996597018a575a2b","35m ","$32.50/hr","$18.89","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce6f69d5a769698dd67c0","13s","$9.75/hr","$0.04","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dce6f69d5a769698dd67c0","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce71217b28317bc70544d","59m 46s","$32.50/hr","$32.38","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce6e38f9ef59f4c7b1bae","57m 18s","$32.50/hr","$31.04","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce80439c2bf0940925635","58m 41s","$32.50/hr","$31.79","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce70fd60d56c76a45ad41","2m 26s","$9.75/hr","$0.40","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dce70fd60d56c76a45ad41","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce8eb064e333c1f620075","28s","$9.75/hr","$0.08","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dce8eb064e333c1f620075","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce6dc10579294da7e5350","13m 56s","$9.75/hr","$2.27","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dce6dc10579294da7e5350","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 23, 2025","67dcf3998dafa5f83e3c2f7a","3m 8s","$9.75/hr","$0.51","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dcf3998dafa5f83e3c2f7a","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 23, 2025","67dce779456e2ffa9da273d4","2m 31s","$9.75/hr","$0.41","overtimePay","hopper_v2","processed"
"Mar 23, 2025","67dce779456e2ffa9da273d4","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 22, 2025","67dce6b694e5bde43a8d3a76","1m 9s","$9.75/hr","$0.19","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce6b694e5bde43a8d3a76","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 22, 2025","67dce6fe44fb1449741a9458","10m 17s","$9.75/hr","$1.67","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce6fe44fb1449741a9458","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 22, 2025","67dce6cfe35d838006e392a3","4m 43s","$9.75/hr","$0.77","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce6cfe35d838006e392a3","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 22, 2025","67d90d50459ab67eb9d8d6b3","-","-","$113.75","missionReward","-","processed"
"Mar 22, 2025","67dce76f6c4dd8fbd1f1c621","6m ","$9.75/hr","$0.98","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce76f6c4dd8fbd1f1c621","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 22, 2025","67dcf89da9c16731e423cbff","22m 46s","$32.50/hr","$12.33","prepay","hopper_v2","processed"
"Mar 22, 2025","67dce6f22031e20a4e80a797","2m 16s","$9.75/hr","$0.37","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce6f22031e20a4e80a797","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 22, 2025","67dce70eab369ba41b234282","4m 20s","$9.75/hr","$0.70","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce70eab369ba41b234282","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 22, 2025","67ddb591cb6c94e1e564cdf7","1m ","$9.75/hr","$0.16","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67ddb591cb6c94e1e564cdf7","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 22, 2025","67dce8b994e5bde43a8d667b","3m 40s","$9.75/hr","$0.60","overtimePay","hopper_v2","processed"
"Mar 22, 2025","67dce8b994e5bde43a8d667b","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 21, 2025","67dd941ac7adb008d678affd","3m 21s","$9.75/hr","$0.55","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dd941ac7adb008d678affd","35m ","$32.50/hr","$18.90","prepay","hopper_v2","processed"
"Mar 21, 2025","67ddc71c6214329fdc30c3c4","45s","$9.75/hr","$0.12","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67ddc71c6214329fdc30c3c4","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 21, 2025","67ddc758690bf6c883363b59","34m 51s","$32.50/hr","$18.88","prepay","hopper_v2","processed"
"Mar 21, 2025","67dcf3b4967dc3ee3178dcf7","4m 45s","$9.75/hr","$0.77","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dcf3b4967dc3ee3178dcf7","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 21, 2025","67dce8856bc686f0bb1235d5","1m 28s","$9.75/hr","$0.24","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dce8856bc686f0bb1235d5","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 21, 2025","67dce6a03d7861d7412dc51d","6m 2s","$9.75/hr","$0.98","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dce6a03d7861d7412dc51d","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 21, 2025","67dce7efc9bcf3916bcb5625","49s","$9.75/hr","$0.13","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dce7efc9bcf3916bcb5625","35m ","$32.50/hr","$18.96","prepay","hopper_v2","processed"
"Mar 21, 2025","67dce6f92047e30f8622ca59","13m 14s","$9.75/hr","$2.15","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dce6f92047e30f8622ca59","1h ","$32.50/hr","$32.40","prepay","hopper_v2","processed"
"Mar 21, 2025","67dceeec5b7ba9ca354974ad","1m 20s","$9.75/hr","$0.22","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dceeec5b7ba9ca354974ad","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 21, 2025","67dce76650450293ccf88990","43s","$9.75/hr","$0.12","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dce76650450293ccf88990","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 21, 2025","67dce8c9fbf2e309bd303ac9","13m 21s","$9.75/hr","$2.17","overtimePay","hopper_v2","processed"
"Mar 21, 2025","67dce8c9fbf2e309bd303ac9","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d715d3c229bd3a25e3b18c","4m 13s","$9.75/hr","$0.69","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d715d3c229bd3a25e3b18c","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d7165229ebba366b9e504b","19m 3s","$9.75/hr","$3.10","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d7165229ebba366b9e504b","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d7105d2c7adf00a99ad6a8","36m 40s","$9.75/hr","$5.96","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d7105d2c7adf00a99ad6a8","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d724d2be6624bde1e1766b","24m 29s","$9.75/hr","$3.98","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d724d2be6624bde1e1766b","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d71571b1785ff72d5cee71","10m 25s","$9.75/hr","$1.69","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d71571b1785ff72d5cee71","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d723150ec701fbd21425fc","4m 37s","$9.75/hr","$0.75","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d723150ec701fbd21425fc","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 20, 2025","67d70c8f9a37997ff59c3282","30m 11s","$9.75/hr","$4.91","overtimePay","hopper_v2","processed"
"Mar 20, 2025","67d70c8f9a37997ff59c3282","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 19, 2025","67d72cc0ecce5c063ab047ec","28m 12s","$9.75/hr","$4.58","overtimePay","hopper_v2","processed"
"Mar 19, 2025","67d72cc0ecce5c063ab047ec","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 19, 2025","67d6ed333c2f1aba52f37245","19m 48s","$9.75/hr","$3.22","overtimePay","hopper_v2","processed"
"Mar 19, 2025","67d6ed333c2f1aba52f37245","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 19, 2025","67d6fc392304bebccddce35b","5m 24s","$9.75/hr","$0.88","overtimePay","hopper_v2","processed"
"Mar 19, 2025","67d6fc392304bebccddce35b","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 19, 2025","67d6eec2216849ef69be5a9f","42m 40s","$9.75/hr","$6.94","overtimePay","hopper_v2","processed"
"Mar 19, 2025","67d6eec2216849ef69be5a9f","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 19, 2025","67d6eece7dd8b3141a10c9fd","49m 56s","$9.75/hr","$8.12","overtimePay","hopper_v2","processed"
"Mar 19, 2025","67d6eece7dd8b3141a10c9fd","1h ","$32.50/hr","$32.43","prepay","hopper_v2","processed"
"Mar 19, 2025","67d6ee413c8235aab4a31854","46m 32s","$9.75/hr","$7.56","overtimePay","hopper_v2","processed"
"Mar 19, 2025","67d6ee413c8235aab4a31854","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 18, 2025","67d71c0c9a1d07eae856eab0","6m 55s","$9.75/hr","$1.13","overtimePay","hopper_v2","processed"
"Mar 18, 2025","67d71c0c9a1d07eae856eab0","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 18, 2025","67d6ecfaf96818abd2151711","10m 6s","$9.75/hr","$1.64","overtimePay","hopper_v2","processed"
"Mar 18, 2025","67d6ecfaf96818abd2151711","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 18, 2025","67d6f3d32611ad9bd99937b0","47m 50s","$9.75/hr","$7.77","overtimePay","hopper_v2","processed"
"Mar 18, 2025","67d6f3d32611ad9bd99937b0","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 18, 2025","67d6e9f92a411f5e85dab8a5","40m 20s","$9.75/hr","$6.56","overtimePay","hopper_v2","processed"
"Mar 18, 2025","67d6e9f92a411f5e85dab8a5","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 18, 2025","67d7222f7c41dd88eb8d11a4","41m 25s","$9.75/hr","$6.73","overtimePay","hopper_v2","processed"
"Mar 18, 2025","67d7222f7c41dd88eb8d11a4","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 17, 2025","67d703c4d508e96dba46cd60","25m 44s","$9.75/hr","$4.18","overtimePay","hopper_v2","processed"
"Mar 17, 2025","67d703c4d508e96dba46cd60","1h ","$32.50/hr","$32.50","prepay","hopper_v2","processed"
"Mar 17, 2025","67d8802dc90f7e3824ab2cc0","59m 23s","$32.50/hr","$32.17","qaOperation","hopper_v2","processed"
"Mar 13, 2025","67cf590a3f7026368976cd3b","28m 16s","$9.75/hr","$4.59","overtimePay","gallon_hamster","processed"
"Mar 13, 2025","67cf590a3f7026368976cd3b","55m ","$32.50/hr","$29.79","prepay","gallon_hamster","processed"
"Mar 13, 2025","67cf5909b4e4b0d8bb68afc1","54m 23s","$9.75/hr","$8.84","overtimePay","gallon_hamster","processed"
"Mar 13, 2025","67cf5909b4e4b0d8bb68afc1","55m ","$32.50/hr","$29.79","prepay","gallon_hamster","processed"
"Mar 12, 2025","67cf590aad08b1ace9edf9db","13m 28s","$9.75/hr","$2.19","overtimePay","gallon_hamster","processed"
"Mar 12, 2025","67cf590aad08b1ace9edf9db","55m ","$32.50/hr","$29.79","prepay","gallon_hamster","processed"
"Mar 12, 2025","67d1461686f6ce796e99a315","-","-","$6.50","missionReward","-","processed"
"Mar 10, 2025","67c5d0bcfb45664c45c45ed2","-","-","$0.00","payAdjustment","chivas_mt","processed"
"Mar 4, 2025","67c0188cded82e13d816e1ec","11m 54s","$9.75/hr","$1.93","overtimePay","chivas_prompts","processed"
"Mar 4, 2025","67c0188cded82e13d816e1ec","10m ","$32.50/hr","$5.42","prepay","chivas_prompts","processed"
"Mar 4, 2025","67c3203c94f59718d23a8bac","57s","$9.75/hr","$0.16","overtimePay","chivas_prompts","processed"
"Mar 4, 2025","67c3203c94f59718d23a8bac","10m ","$32.50/hr","$5.42","prepay","chivas_prompts","processed"
"Mar 4, 2025","67c0115df4343b9610d9ee6b","24m 55s","$9.75/hr","$4.05","overtimePay","chivas_prompts","processed"
"Mar 4, 2025","67c0115df4343b9610d9ee6b","10m ","$32.50/hr","$5.42","prepay","chivas_prompts","processed"
"Mar 4, 2025","67bf76db8c787a8091b46625","2m 48s","$9.75/hr","$0.46","overtimePay","chivas_prompts","processed"
"Mar 4, 2025","67bf76db8c787a8091b46625","10m ","$32.50/hr","$5.42","prepay","chivas_prompts","processed"
"Mar 4, 2025","67c0f1b4276b63b5a31ee5e5","8m 40s","$9.75/hr","$1.41","overtimePay","chivas_prompts","processed"
"Mar 4, 2025","67c0f1b4276b63b5a31ee5e5","10m ","$32.50/hr","$5.42","prepay","chivas_prompts","processed"
"Mar 4, 2025","67c64ad679ab1b22f96e4e94","-","-","$16.31","prepay","chivas_mt","processed"
"Mar 4, 2025","67c64ad679ab1b22f96e4e94","1h 30m 19s","$9.75/hr","$14.68","overtimePay","chivas_mt","processed"
"Mar 4, 2025","67c64ad679ab1b22f96e4e94","3h ","$32.50/hr","$97.50","prepay","chivas_mt","processed"
"Mar 3, 2025","67c60b5178704f43cad8f666","1h 43m 54s","$32.50/hr","$56.28","prepay","chivas_mt","processed"
"Mar 3, 2025","67c5d0bcfb45664c45c45ed2","11m 23s","$9.75/hr","$1.85","overtimePay","chivas_mt","processed"
"Mar 3, 2025","67c5d0bcfb45664c45c45ed2","4h ","$32.50/hr","$130.00","prepay","chivas_mt","processed"
"Mar 3, 2025","67bcf1ed9af7c85f7589a294","1h 27m 43s","$32.50/hr","$47.52","prepay","chivas_mt","processed"
"Mar 3, 2025","67b78c4049f085a8a6e6f130","-","-","$0.01","payAdjustment","chivas_mt","processed"
"Mar 1, 2025","67ba51e9f1b03339effea45a","14m 31s","$9.75/hr","$2.36","overtimePay","chivas_mt","processed"
"Mar 1, 2025","67ba51e9f1b03339effea45a","1h 45m ","$32.50/hr","$56.88","prepay","chivas_mt","processed"
"Feb 28, 2025","67c1e7f6a6923de1d1949e87","1h 5m 10s","$32.50/hr","$35.30","prepay","chivas_mt","processed"
"Feb 28, 2025","67c11909b22c65ea1f4d706f","3h 31m 46s","$32.50/hr","$114.71","prepay","chivas_mt","processed"
"Feb 28, 2025","67bfc2d38a390369c23d9816","35m 53s","$9.75/hr","$5.83","overtimePay","chivas_mt","processed"
"Feb 28, 2025","67bfc2d38a390369c23d9816","1h 45m ","$32.50/hr","$56.88","prepay","chivas_mt","processed"
"Feb 28, 2025","67c0071d01ce6f272dc7e111","-","-","$16.25","missionReward","-","processed"
"Feb 28, 2025","67c04b195105357a670fe127","39m 30s","$9.75/hr","$6.42","overtimePay","chivas_mt","processed"
"Feb 28, 2025","67c04b195105357a670fe127","1h 10m ","$32.50/hr","$37.92","prepay","chivas_mt","processed"
"Feb 27, 2025","67c0681abe0132e70adf6e63","1h 31m 35s","$9.75/hr","$14.88","overtimePay","chivas_mt","processed"
"Feb 27, 2025","67c0681abe0132e70adf6e63","1h 10m ","$32.50/hr","$37.92","prepay","chivas_mt","processed"
"Feb 27, 2025","67bfcd363ca239b7e2a5364c","56m 35s","$9.75/hr","$9.20","overtimePay","chivas_mt","processed"
"Feb 27, 2025","67bfcd363ca239b7e2a5364c","1h 10m ","$32.50/hr","$37.92","prepay","chivas_mt","processed"
"Feb 27, 2025","67bcfd04e50754a291fe94fa","-","-","$29.25","missionReward","-","processed"
"Feb 27, 2025","67bd197e0195ebdc241253eb","32m 45s","$9.75/hr","$5.32","overtimePay","chivas_mt","processed"
"Feb 27, 2025","67bd197e0195ebdc241253eb","1h 45m ","$32.50/hr","$56.88","prepay","chivas_mt","processed"
"Feb 27, 2025","67bd298ba4e36d82434e072b","22m 41s","$9.75/hr","$3.69","overtimePay","chivas_mt","processed"
"Feb 27, 2025","67bd298ba4e36d82434e072b","1h 10m ","$32.50/hr","$37.92","prepay","chivas_mt","processed"
"Feb 27, 2025","67bf880f77d8a741231f99a7","-","-","$48.75","missionReward","-","processed"
"Feb 27, 2025","67be0d7701dde542a244861b","2h 35m 19s","$32.50/hr","$84.13","prepay","chivas_mt","processed"
"Feb 26, 2025","67be33c974a465bc2d0ff0d4","48m 23s","$9.75/hr","$7.86","overtimePay","chivas_mt","processed"
"Feb 26, 2025","67be33c974a465bc2d0ff0d4","2h 55m ","$32.50/hr","$94.79","prepay","chivas_mt","processed"
"Feb 25, 2025","67b78c4049f085a8a6e6f130","2h 30m 59s","$9.75/hr","$24.54","overtimePay","chivas_mt","processed"
"Feb 25, 2025","67b78c4049f085a8a6e6f130","4h ","$32.50/hr","$129.99","prepay","chivas_mt","processed"
"Feb 25, 2025","67b78c511e9d6b42fe805e57","-","-","$37.98","prepay","chivas_mt","processed"
"Feb 25, 2025","67b78c511e9d6b42fe805e57","2h 35m 10s","$9.75/hr","$25.22","overtimePay","chivas_mt","processed"
"Feb 25, 2025","67b78c511e9d6b42fe805e57","5h ","$32.50/hr","$162.50","prepay","chivas_mt","processed"
"Feb 24, 2025","67bcf9a1c26f5011923baf4a","-","-","$103.77","workLog","-","processed"
"Feb 23, 2025","67b78c58ab204693d5f9c543","15m 40s","$9.75/hr","$2.55","overtimePay","chivas_mt","processed"
"Feb 23, 2025","67b78c58ab204693d5f9c543","4h ","$32.50/hr","$130.00","prepay","chivas_mt","processed"
"Feb 22, 2025","67b78c4612b811c8238fd15a","1h 0m 1s","$9.75/hr","$9.75","overtimePay","chivas_mt","processed"
"Feb 22, 2025","67b78c4612b811c8238fd15a","1h 50m ","$32.50/hr","$59.58","prepay","chivas_mt","processed"
"Feb 22, 2025","67b511359d0a78cfac84d040","-","-","$7.14","missionReward","-","processed"
"Feb 22, 2025","67b511359d0a78cfac84d040","-","-","$22.11","missionReward","-","processed"
"Feb 22, 2025","67b78c494635cf44f11d3c3a","1h 54m 22s","$9.75/hr","$18.59","overtimePay","chivas_mt","processed"
"Feb 22, 2025","67b78c494635cf44f11d3c3a","2h 55m ","$32.50/hr","$94.79","prepay","chivas_mt","processed"
"Feb 21, 2025","67b889bb341fc6c3a7e1dc3e","2h 31m 12s","$9.75/hr","$24.57","overtimePay","chivas_st","processed"
"Feb 21, 2025","67b889bb341fc6c3a7e1dc3e","1h 15m ","$32.50/hr","$40.62","prepay","chivas_st","processed"
"Feb 21, 2025","67b7c1d928271e006da204a0","42m 59s","$9.75/hr","$6.99","overtimePay","chivas_st","processed"
"Feb 21, 2025","67b7c1d928271e006da204a0","1h 15m ","$32.50/hr","$40.63","prepay","chivas_st","processed"
"Feb 20, 2025","67b73769f9eee209bdd33dd7","3h 26m 25s","$9.75/hr","$33.54","overtimePay","chivas_st","processed"
"Feb 20, 2025","67b73769f9eee209bdd33dd7","1h 15m ","$32.50/hr","$40.63","prepay","chivas_st","processed"
"Feb 20, 2025","67b64a5f3a4951dc06814f52","3h 14m 24s","$9.75/hr","$31.59","overtimePay","chivas_st","processed"
"Feb 20, 2025","67b64a5f3a4951dc06814f52","1h 15m ","$32.50/hr","$40.63","prepay","chivas_st","processed"
"Feb 18, 2025","67b36430e737b9127d26c061","1h 29m 16s","$9.75/hr","$14.51","overtimePay","mighty_moo","processed"
"Feb 18, 2025","67b36430e737b9127d26c061","50m ","$32.50/hr","$27.08","prepay","mighty_moo","processed"
"Feb 18, 2025","67b36436bb6367a432ce0ac4","58s","$9.75/hr","$0.16","overtimePay","mighty_moo","processed"
"Feb 18, 2025","67b36436bb6367a432ce0ac4","50m ","$32.50/hr","$27.08","qaOperation","mighty_moo","processed"
"Feb 18, 2025","67b50f8dbebe4402da25f559","-","-","$33.94","workLog","-","processed"
"Feb 18, 2025","67b36d6cb0202cff5532db3b","2h 6m 46s","$9.75/hr","$20.60","overtimePay","mighty_moo","processed"
